AT;BE;BG;HR;CZ;DK_1;DK_2;EE;FI;FR;DE_LU;GR;HU;IT_CALA;IT_CNOR;IT_CSUD;IT_NORD;IT_SARD;IT_SICI;IT_SUD;LV;LT;NL;PL;PT;RO;SK;SI;ES;SE_1;SE_2;SE_3;SE_4
21.038;20.963;15.018;21.038;20.987000000000002;18.22;18.22;13.497;7.997;21.288999999999998;20.987000000000002;20.241;21.038;21.465;21.465;21.465;21.465;21.465;21.465;21.465;13.497;13.497;20.904;13.846;21.288999999999998;21.038;20.987000000000002;21.038;21.288999999999998;4.131;4.131;7.997;13.497
22.527;22.527;15.021;22.527;22.527;18.222;18.222;14.593;11.994;22.527;22.527;21.371000000000002;22.527;22.527;22.527;22.527;22.527;22.527;22.527;22.527;14.593;14.593;22.527;14.593;22.574;22.527;22.527;22.527;22.574;3.4909999999999997;3.4909999999999997;14.593;14.593
26.894;25.191;25.910000000000004;26.894;27.026999999999997;20.79;20.79;20.79;11.040000000000001;25.910000000000004;27.026999999999997;25.910000000000004;27.026999999999997;25.910000000000004;25.910000000000004;25.910000000000004;25.910000000000004;25.910000000000004;25.910000000000004;25.910000000000004;20.79;20.79;20.79;15.443000000000001;25.910000000000004;27.026999999999997;27.026999999999997;26.894;25.910000000000004;3.4770000000000003;3.4770000000000003;20.074;20.79
30.127;28.07;29.625;30.127;30.212;24.668;24.668;24.668;17.565;29.536;30.212;29.625;30.212;29.625;29.625;29.625;29.625;29.625;29.625;29.625;24.668;24.668;25.5;13.859;26.079;30.212;30.212;30.127;26.079;4.451;4.451;22.503;24.668
31.909;30.488;30.025;31.909;31.874000000000002;27.697000000000003;27.697000000000003;27.697000000000003;25.0;31.909;31.874000000000002;30.025;31.909;31.909;31.909;31.909;31.909;31.909;31.909;31.909;27.697000000000003;27.697000000000003;29.499000000000002;14.415000000000001;27.427;31.909;31.874000000000002;31.909;27.427;4.93;4.93;27.697000000000003;27.697000000000003
29.99;29.99;22.3;29.99;29.99;22.676;22.676;22.676;17.954;29.99;29.99;22.3;29.99;23.0;29.99;24.65;29.99;24.65;23.0;23.0;22.676;22.676;29.99;13.318999999999999;27.96;29.99;29.99;29.99;27.96;5.929;5.929;22.019;22.676
28.3;27.892000000000003;15.018;28.3;27.848000000000003;21.46;21.46;21.46;15.126;29.801;27.848000000000003;20.7;28.3;22.355;29.801;22.355;29.801;22.355;22.355;22.355;21.46;21.46;25.788999999999998;11.492;27.5;28.3;28.3;28.3;27.5;6.011;6.011;20.838;21.46
27.594;27.594;13.841;27.594;27.594;21.006;21.006;21.006;11.173;27.594;27.594;20.817;27.594;21.602;27.594;21.602;27.594;21.602;21.602;21.602;21.006;21.006;27.594;11.289;27.5;27.594;27.594;27.594;27.5;5.894;5.894;20.397;21.006
24.494999999999997;21.877000000000002;14.315999999999999;24.494999999999997;23.643;20.241999999999997;20.241999999999997;20.241999999999997;13.008000000000001;27.401999999999997;23.643;20.241;24.494999999999997;20.753999999999998;24.494999999999997;20.753999999999998;24.494999999999997;20.753999999999998;20.753999999999998;20.753999999999998;20.241999999999997;20.241999999999997;21.02;11.568999999999999;27.401999999999997;24.494999999999997;24.494999999999997;24.494999999999997;27.401999999999997;5.037;5.037;20.241999999999997;20.241999999999997
23.704;23.143;14.315999999999999;23.704;23.085;19.918;19.918;19.918;11.0;25.778;23.085;20.139;23.704;20.454;23.704;20.454;23.704;20.454;20.454;20.454;19.918;19.918;20.576;11.492;25.778;23.704;23.704;23.704;25.778;2.9699999999999998;2.9699999999999998;19.918;19.918
22.71;21.592;15.017;22.71;22.352;19.728;19.728;19.728;10.631;24.801;22.352;19.830000000000002;22.352;21.054;23.5;21.054;23.5;21.054;21.054;21.054;19.728;19.728;21.484;12.243;24.801;22.352;22.352;22.71;24.801;2.705;2.705;19.728;19.728
22.71;23.182;15.019;22.71;22.241;19.381999999999998;19.381999999999998;19.381999999999998;7.919;24.111;22.241;20.139;22.71;20.454;23.704;20.454;23.704;20.454;20.454;20.454;19.381999999999998;19.381999999999998;20.096;12.459;24.111;22.71;22.71;22.71;24.111;2.663;2.663;19.381999999999998;19.381999999999998
23.002000000000002;23.204;15.018;23.002000000000002;22.801;19.534;19.534;19.534;7.497;23.6;22.801;20.139;23.002000000000002;21.29;23.6;21.29;23.6;21.29;21.29;21.29;19.534;19.534;22.009999999999998;13.169999999999998;23.6;23.002000000000002;23.002000000000002;23.002000000000002;23.6;2.506;2.506;19.534;19.534
24.653;24.653;15.019;24.653;24.653;19.964;19.964;19.964;6.956;24.653;24.653;20.241;24.653;22.191;24.653;22.527;24.653;22.527;22.191;22.191;19.964;19.964;24.653;14.037;24.653;24.653;24.653;24.653;24.653;2.508;2.508;19.964;19.964
28.0;27.866000000000003;15.019;28.0;28.004;22.006;22.006;22.006;8.998000000000001;27.906;28.004;22.205000000000002;28.004;25.466;27.906;27.906;27.906;27.906;25.466;25.466;22.006;22.006;26.8;19.014;24.554;28.004;28.004;28.0;24.554;3.15;3.15;20.29;22.006
30.249000000000002;29.919;15.02;30.249000000000002;30.249000000000002;27.496;27.496;25.509;10.942;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;30.249000000000002;25.509;25.509;27.496;26.572000000000003;24.818;30.249000000000002;30.249000000000002;30.249000000000002;24.818;2.979;2.979;20.813;25.509
29.830000000000002;29.330000000000002;15.019;29.830000000000002;29.767000000000003;26.195999999999998;26.195999999999998;22.503999999999998;9.5;29.830000000000002;29.767000000000003;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;29.830000000000002;22.503999999999998;22.503999999999998;26.195999999999998;28.288999999999998;26.079;29.830000000000002;29.830000000000002;29.830000000000002;26.079;2.806;2.806;20.872;22.503999999999998
26.082;25.293;15.019;26.082;26.004;23.496000000000002;23.496000000000002;20.359;10.003;26.345;26.004;24.837;26.082;24.837;26.082;26.082;26.082;26.082;24.837;24.837;20.359;20.359;24.9;16.793;26.345;26.082;26.004;26.082;26.345;2.692;2.692;20.359;20.359
24.384999999999998;21.0;15.021;24.384999999999998;23.7;21.131;21.131;19.963;9.535;27.272000000000002;23.7;23.723;24.384999999999998;23.723;24.384999999999998;24.384999999999998;24.384999999999998;24.384999999999998;23.723;23.723;19.963;19.963;21.131;17.317;25.064;24.384999999999998;23.7;24.384999999999998;25.064;2.369;2.369;19.963;19.963
22.942;18.31;15.018;22.942;21.984;19.16;19.16;19.16;5.211;27.004;21.984;20.7;22.942;22.191;23.197;23.197;23.197;23.197;22.191;22.191;19.16;19.16;19.16;16.499000000000002;23.738;15.018;21.984;22.942;23.738;2.244;2.244;19.16;19.16
23.875;20.793;13.841;23.875;23.307;21.484;21.484;19.715;4.6049999999999995;26.514;23.307;22.663999999999998;23.307;26.514;26.514;26.514;26.514;26.514;26.514;26.514;19.715;19.715;21.484;19.715;26.514;13.841;23.307;23.875;26.514;2.778;2.778;19.715;19.715
23.264;22.512999999999998;13.405000000000001;23.264;22.886000000000003;20.988999999999997;20.988999999999997;18.336000000000002;4.433;24.956;22.886000000000003;21.512999999999998;22.886000000000003;24.956;24.956;24.956;24.956;24.956;24.956;24.956;18.336000000000002;18.336000000000002;20.988999999999997;18.336000000000002;24.956;13.405000000000001;22.886000000000003;23.264;24.956;2.786;2.786;18.336000000000002;18.336000000000002
23.1;22.345;13.405000000000001;23.1;22.961000000000002;22.5;22.5;16.929;4.476;23.744999999999997;22.961000000000002;22.207;22.961000000000002;23.744999999999997;23.744999999999997;23.744999999999997;23.744999999999997;23.744999999999997;23.744999999999997;23.744999999999997;16.929;16.929;22.5;16.929;23.744999999999997;13.405000000000001;22.961000000000002;23.1;23.744999999999997;2.699;2.699;16.929;16.929
22.908;22.908;13.841;22.908;22.908;22.908;22.908;17.484;5.515;22.908;22.908;21.512999999999998;22.908;23.592;23.592;23.592;23.592;23.592;23.592;23.592;17.484;17.484;22.908;17.484;22.908;13.841;22.908;22.908;22.908;2.715;2.715;17.484;17.484
23.233;23.233;15.017;23.233;23.233;23.233;23.233;6.483;6.483;23.233;23.233;22.7;23.233;23.652;23.652;23.652;23.652;23.652;23.652;23.652;6.483;16.89;23.233;16.89;23.233;23.233;23.233;23.233;23.233;2.868;2.868;16.89;16.89
24.2;24.2;15.021;24.2;24.2;24.2;24.2;20.088;9.209999999999999;24.2;24.2;23.833000000000002;24.2;24.956;24.956;24.956;24.956;24.956;24.956;24.956;20.088;20.088;24.2;15.330000000000002;24.2;24.2;24.2;24.2;24.2;2.44;2.44;20.088;20.088
28.3;28.3;27.589999999999996;28.3;28.3;28.3;28.3;21.514;10.48;28.3;28.3;27.589999999999996;28.3;28.3;28.3;28.3;28.3;28.3;28.3;28.3;21.514;21.514;28.3;17.054;25.691000000000003;28.3;28.3;28.3;25.691000000000003;2.323;2.323;21.514;21.514
31.476999999999997;31.054000000000002;30.657999999999998;31.348000000000003;31.5;30.580000000000002;31.5;24.439;11.994;31.348000000000003;31.5;30.657999999999998;31.5;31.348000000000003;31.348000000000003;31.348000000000003;31.348000000000003;31.348000000000003;31.348000000000003;31.348000000000003;24.439;30.744;30.580000000000002;17.663999999999998;26.248;31.5;31.5;31.348000000000003;26.248;2.891;2.891;30.744;30.744
34.722;33.44;30.872000000000003;34.722;34.691;32.69;34.691;24.437;12.612;34.753;34.691;30.872000000000003;34.691;34.753;34.753;34.753;34.753;34.753;34.753;34.753;24.437;33.858;32.69;20.224;27.5;34.691;34.691;34.722;27.5;3.88;3.88;33.858;33.858
32.811;32.848;15.02;32.811;32.811;28.966;32.811;23.607;12.403;37.010000000000005;32.811;23.953;32.811;37.010000000000005;37.010000000000005;37.010000000000005;37.010000000000005;37.010000000000005;37.010000000000005;37.010000000000005;23.607;23.607;28.966;16.952;27.901999999999997;32.811;32.811;32.811;27.901999999999997;4.497999999999999;4.497999999999999;23.607;23.607
30.506999999999998;30.208;13.841;30.506999999999998;30.207;23.2;29.0;12.402;12.402;37.706;30.207;21.683;30.207;31.555;37.706;33.423;37.706;33.423;31.555;31.555;12.402;22.32;23.2;15.324000000000002;26.857999999999997;30.207;30.207;30.506999999999998;26.857999999999997;4.549;4.549;22.32;22.32
31.913;29.5;13.841;31.913;31.256;22.122999999999998;22.122999999999998;12.509;12.509;41.192;31.256;21.144;31.256;25.699;41.192;26.5;41.192;26.5;25.699;25.699;12.509;21.482;22.192;14.438999999999998;26.4;31.256;31.256;31.913;26.4;4.0009999999999994;4.0009999999999994;21.482;21.482
30.755000000000003;25.0;13.841;30.755000000000003;29.599;21.687;21.687;21.058;11.994;37.852;29.599;20.2;29.599;25.699;37.852;26.5;37.852;26.5;25.699;25.699;21.058;21.058;22.65;14.440000000000001;26.072000000000003;29.599;29.599;30.755000000000003;26.072000000000003;3.3310000000000004;3.3310000000000004;21.058;21.058
28.860000000000003;22.349;13.841;28.860000000000003;27.288999999999998;21.091;21.091;11.998000000000001;11.998000000000001;34.253;27.288999999999998;19.088;27.288999999999998;25.5;34.253;26.0;34.253;26.0;25.5;25.5;11.998000000000001;20.479;21.169999999999998;14.907;26.0;13.841;27.288999999999998;28.860000000000003;26.0;3.441;3.441;20.479;20.479
29.399;25.0;13.405000000000001;29.399;27.830000000000002;20.294;20.294;20.294;11.93;34.85;27.830000000000002;18.869999999999997;27.830000000000002;25.421;34.85;25.421;34.85;25.421;25.421;25.421;20.294;20.294;20.964;14.559000000000001;25.639;13.405000000000001;27.830000000000002;29.399;25.639;3.143;3.143;20.294;20.294
27.599;26.517000000000003;13.841;27.599;26.651999999999997;19.528;20.275;20.275;11.599;30.822000000000003;26.651999999999997;18.8;26.651999999999997;25.173;34.388;25.173;34.388;25.173;25.173;25.173;20.275;20.275;21.991;14.928;25.174;13.841;26.651999999999997;27.599;25.174;3.116;3.116;20.275;20.275
25.99;26.0;14.827000000000002;25.99;25.633999999999997;23.895;23.895;12.614;12.614;27.101999999999997;25.633999999999997;18.8;25.633999999999997;25.173;27.288;25.173;27.288;25.173;25.173;25.173;12.614;21.3;23.895;14.819999999999999;24.36;25.633999999999997;25.633999999999997;25.99;24.36;3.344;3.344;21.3;21.3
26.981;26.981;14.315999999999999;26.981;26.981;26.981;26.981;15.608;15.608;26.981;26.981;20.256;26.981;25.699;26.981;26.981;26.981;26.981;25.699;25.699;15.608;22.471;26.981;15.354;22.878;26.981;26.981;26.981;22.878;3.4219999999999997;3.4219999999999997;22.471;22.471
29.47;29.47;15.017;29.47;29.47;29.47;29.47;15.515;15.515;29.47;29.47;20.691;29.47;25.723000000000003;29.47;29.47;29.47;29.47;25.723000000000003;25.723000000000003;15.515;22.335;29.47;17.036;23.599;29.47;29.47;29.47;23.599;5.25;5.25;22.335;22.335
30.997000000000003;30.997000000000003;15.017;30.997000000000003;30.997000000000003;30.997000000000003;30.997000000000003;23.189;15.113;30.997000000000003;30.997000000000003;29.758;30.997000000000003;29.758;30.997000000000003;30.997000000000003;30.997000000000003;30.997000000000003;29.758;29.758;23.189;23.189;30.997000000000003;22.786;25.808;30.997000000000003;30.997000000000003;30.997000000000003;25.808;5.274;5.274;23.189;23.189
29.407;27.909;14.827000000000002;29.407;28.573;25.0;25.0;23.397;12.477;32.503;28.573;29.5;28.573;29.5;32.503;32.503;32.503;32.503;29.5;29.5;23.397;23.397;25.0;20.23;27.5;28.573;28.573;29.407;27.5;5.023;5.023;23.397;23.397
26.0;27.5;13.841;26.0;25.336000000000002;23.431;23.431;21.927;12.387;28.269;25.336000000000002;24.244;25.336000000000002;27.05;28.269;28.269;28.269;28.269;27.05;27.05;21.927;21.927;23.431;13.841999999999999;28.269;13.841;25.336000000000002;26.0;28.269;4.545;4.545;21.927;21.927
24.750999999999998;25.0;13.841;24.750999999999998;24.052;24.052;24.052;21.352;11.993;27.275;24.052;24.467;24.052;25.699;27.275;27.275;27.275;27.275;25.699;25.699;21.352;21.352;24.997;15.987;26.5;13.841;24.052;24.750999999999998;26.5;3.943;3.943;21.352;21.352
21.130000000000003;19.619999999999997;13.402000000000001;21.130000000000003;19.791999999999998;19.791999999999998;19.791999999999998;19.791999999999998;10.995999999999999;26.784;19.791999999999998;22.7;19.791999999999998;25.4;26.784;26.784;26.784;26.784;25.4;25.4;19.791999999999998;19.791999999999998;23.04;16.89;25.99;13.402000000000001;19.791999999999998;21.130000000000003;25.99;3.9450000000000003;3.9450000000000003;19.791999999999998;19.791999999999998
21.503;19.98;5.343999999999999;21.503;20.066;20.066;20.066;15.905000000000001;10.143;27.567;20.066;22.698;20.066;24.0;27.567;24.0;27.567;24.0;24.0;24.0;15.905000000000001;15.905000000000001;20.066;15.905000000000001;27.567;5.343999999999999;20.066;21.503;27.567;4.828;4.828;15.905000000000001;15.905000000000001
21.518;21.476;5.316;21.518;20.429;20.429;20.429;15.063999999999998;9.991;25.817;20.429;20.256;20.429;20.628;25.7;20.628;25.7;20.628;20.628;20.628;15.063999999999998;15.063999999999998;20.429;15.063999999999998;25.817;5.316;20.429;21.518;25.817;5.415;5.415;15.063999999999998;15.063999999999998
20.487000000000002;17.098;5.3149999999999995;20.487000000000002;19.502000000000002;19.502000000000002;19.502000000000002;10.706999999999999;10.706999999999999;25.576;19.502000000000002;20.16;19.502000000000002;20.183;24.922;20.183;24.922;20.183;20.183;20.183;13.988;13.988;20.009999999999998;13.988;25.576;5.3149999999999995;19.502000000000002;20.487000000000002;25.576;5.529;5.529;13.988;13.988
19.256;16.193;5.343999999999999;19.256;18.193;18.193;18.193;10.997;10.997;24.9;18.193;20.16;18.193;20.183;24.9;20.183;24.9;20.183;20.183;20.183;15.063999999999998;15.063999999999998;20.2;15.063999999999998;24.9;5.343999999999999;18.193;19.256;24.9;5.613;5.613;15.063999999999998;15.063999999999998
19.559;19.483;13.402000000000001;19.559;18.630000000000003;18.630000000000003;18.630000000000003;15.002;11.993;24.324;18.630000000000003;20.183;18.630000000000003;20.183;24.324;20.183;24.324;20.183;20.183;20.183;15.002;15.002;24.990000000000002;15.002;24.324;13.402000000000001;18.630000000000003;19.559;24.324;5.707;5.707;15.002;15.002
20.779;19.238999999999997;13.841;20.779;20.069;20.069;20.069;17.875;17.875;24.75;20.069;21.028;20.069;21.028;24.75;21.028;24.75;21.028;21.028;21.028;17.875;17.875;22.990000000000002;15.511000000000001;24.7;20.069;20.069;20.779;24.7;5.636;5.636;17.875;17.875
27.5;26.575;15.017;27.5;27.0;24.637;24.637;24.637;21.909;29.373;27.0;21.512999999999998;27.0;23.55;29.373;24.396;29.373;24.396;23.55;23.55;24.637;24.637;24.982;15.965;25.576;27.0;27.0;27.5;25.576;5.386;5.386;21.909;24.637
30.947000000000003;28.591;15.021;30.947000000000003;30.576;29.4;29.4;29.4;29.4;32.38;30.576;25.3;30.947000000000003;25.3;32.38;28.235000000000003;32.38;28.235000000000003;25.3;25.3;29.4;29.4;29.4;12.584;28.0;30.947000000000003;30.947000000000003;30.947000000000003;28.0;6.211;6.211;29.4;29.4
34.729;31.316000000000003;15.02;34.729;32.423;32.356;32.356;32.356;32.356;42.341;32.423;26.951;34.729;26.951;42.341;28.235000000000003;42.341;28.235000000000003;26.951;26.951;32.356;32.356;32.456;14.849;29.057;34.729;34.729;34.729;29.057;7.4590000000000005;7.4590000000000005;32.356;32.356
30.93;36.67;15.018;30.93;27.1;26.175;26.175;25.629;25.629;42.1;27.1;25.9;30.93;25.9;42.1;29.195999999999998;42.1;29.195999999999998;25.9;25.9;25.629;25.629;30.0;12.008;28.064;30.93;30.93;30.93;28.064;8.918000000000001;8.918000000000001;25.629;25.629
26.892000000000003;36.81;15.017;26.892000000000003;25.075;22.693;22.693;22.449;22.449;32.455;25.075;25.3;26.892000000000003;25.3;34.757;25.3;34.757;25.3;25.3;25.3;22.449;22.449;27.365;10.76;26.181;26.892000000000003;26.892000000000003;26.892000000000003;26.181;9.979000000000001;9.979000000000001;22.449;22.449
23.913999999999998;32.42;13.841;23.913999999999998;21.954;21.909;21.909;21.273;21.273;29.945999999999998;21.954;24.0;23.913999999999998;24.0;32.44;24.0;32.44;24.0;24.0;24.0;21.273;21.273;31.473000000000003;9.469;24.735;23.913999999999998;23.913999999999998;23.913999999999998;24.735;9.643;9.643;21.273;21.273
22.634999999999998;30.227999999999998;13.841;22.634999999999998;20.392;20.392;20.392;20.392;20.392;29.799;20.392;20.256;22.634999999999998;23.372999999999998;29.799;23.372999999999998;29.799;23.372999999999998;23.372999999999998;23.372999999999998;20.392;20.392;30.227999999999998;9.287;21.699;22.634999999999998;22.634999999999998;22.634999999999998;21.699;9.36;9.36;20.392;20.392
21.741;30.0;13.841;21.741;21.553;19.343;19.343;19.343;19.343;29.413;19.343;18.875;21.741;20.956;29.413;20.956;29.413;20.956;20.956;20.956;19.343;19.343;30.0;9.208;19.782;21.741;21.741;21.741;19.782;8.764;8.764;19.343;19.343
21.336000000000002;29.74;13.404;21.336000000000002;19.080000000000002;19.080000000000002;19.080000000000002;19.080000000000002;19.080000000000002;28.764;19.080000000000002;20.15;21.336000000000002;20.383000000000003;29.399;20.628;29.399;20.628;20.383000000000003;20.383000000000003;19.080000000000002;19.080000000000002;29.4;9.287;18.844;13.404;21.336000000000002;21.336000000000002;18.844;9.581;9.581;19.080000000000002;19.080000000000002
20.764;29.0;13.401;20.764;18.562;18.562;18.562;18.562;18.562;26.558;18.562;20.15;18.562;20.383000000000003;29.299;20.628;29.299;20.628;20.383000000000003;20.383000000000003;18.562;18.562;27.9;9.469;18.46;13.401;18.562;20.764;18.46;9.785;9.785;18.562;18.562
19.905;27.310000000000002;8.186;19.905;18.496000000000002;18.496000000000002;18.496000000000002;18.496000000000002;18.496000000000002;24.427;18.496000000000002;19.830000000000002;18.496000000000002;20.183;28.406;20.183;28.406;20.183;20.183;20.183;18.496000000000002;18.496000000000002;25.497999999999998;10.043000000000001;17.57;8.186;18.496000000000002;19.905;17.57;9.781;9.781;18.496000000000002;18.496000000000002
19.609;24.624000000000002;8.184999999999999;19.609;18.801;18.801;18.801;18.801;18.801;22.404;18.801;20.069;18.801;24.0;26.999000000000002;24.0;26.999000000000002;24.0;24.0;24.0;18.801;18.801;24.624000000000002;12.151;17.565;8.184999999999999;18.801;19.609;17.565;9.693999999999999;9.693999999999999;18.801;18.801
21.188;29.681;13.404;21.188;20.000999999999998;20.000999999999998;20.000999999999998;20.000999999999998;20.000999999999998;25.529;20.000999999999998;20.815;20.000999999999998;26.951;28.406;28.406;28.406;28.406;26.951;26.951;20.000999999999998;20.000999999999998;29.476999999999997;14.418000000000001;18.794;13.404;20.000999999999998;21.188;18.794;10.286;10.286;20.000999999999998;20.000999999999998
24.897;35.0;13.841;24.897;22.949;22.949;22.949;22.398;20.828;30.0;22.949;28.268;22.949;28.268;30.0;30.0;30.0;30.0;28.268;28.268;22.398;22.398;27.5;11.676;23.406;22.949;22.949;24.897;23.406;9.796;9.796;20.828;22.398
23.203;28.160000000000004;12.126999999999999;23.203;19.908;19.908;19.908;19.908;19.908;35.608999999999995;19.908;28.216;23.203;29.8;35.608999999999995;35.608999999999995;35.608999999999995;35.608999999999995;29.8;29.8;19.908;19.908;24.009999999999998;12.748999999999999;28.0;12.126999999999999;23.203;23.203;28.0;9.806000000000001;9.806000000000001;19.908;19.908
19.601;16.286;7.978;19.601;16.435;18.035;16.435;16.435;16.435;32.08;16.435;22.494999999999997;16.435;26.951;30.910000000000004;29.96;30.910000000000004;29.96;26.951;26.951;16.435;16.435;23.66;12.151;28.327999999999996;7.978;16.435;19.601;28.327999999999996;11.120999999999999;11.120999999999999;16.435;16.435
17.668;15.672999999999998;1.053;17.668;15.063999999999998;18.035;15.063999999999998;15.063999999999998;15.063999999999998;28.912;15.063999999999998;21.512999999999998;15.063999999999998;26.951;28.912;26.951;28.912;26.951;26.951;26.951;15.063999999999998;15.063999999999998;23.6;15.063999999999998;25.869999999999997;1.053;15.063999999999998;17.668;25.869999999999997;9.956999999999999;9.956999999999999;15.063999999999998;15.063999999999998
15.611;12.0;0.32599999999999996;15.611;12.008;16.750999999999998;12.008;12.008;12.008;31.060000000000002;12.008;19.622;12.008;23.372999999999998;28.955000000000002;23.372999999999998;28.955000000000002;23.372999999999998;23.372999999999998;23.372999999999998;12.008;12.008;19.499000000000002;12.008;21.671;0.32599999999999996;12.008;15.611;21.671;9.459;9.459;12.008;12.008
14.34;19.2;2.426;14.34;11.172;17.326;11.172;11.172;11.172;27.829;11.172;11.0;11.172;23.5;27.829;23.5;27.829;23.5;23.5;23.5;11.172;11.172;17.326;11.172;21.8;2.426;11.172;14.34;21.8;11.172;11.172;11.172;11.172
12.84;12.4;2.426;12.84;9.964;15.23;9.964;9.964;9.964;25.444;9.964;11.5;9.964;23.665;25.444;23.665;25.444;23.665;23.665;23.665;9.964;9.964;15.23;9.964;18.6;2.426;9.964;12.84;18.6;9.964;9.964;9.964;9.964
12.484;13.748;2.426;12.484;9.448;15.99;9.448;9.448;9.448;25.719;9.448;11.0;9.448;24.065;25.719;24.065;25.719;24.065;24.065;24.065;9.448;9.448;15.99;9.448;17.976;2.426;9.448;12.484;17.976;9.448;9.448;9.448;9.448
11.811;19.387999999999998;2.426;11.811;9.959;15.1;9.959;9.959;9.959;24.969;9.959;11.0;9.959;23.365000000000002;24.969;23.365000000000002;24.969;23.365000000000002;23.365000000000002;23.365000000000002;9.959;9.959;15.1;9.959;17.644;2.426;9.959;11.811;17.644;9.959;9.959;9.959;9.959
12.614;19.488999999999997;6.483;12.614;10.902;15.0;10.902;10.902;10.902;24.897;10.902;11.5;10.902;23.865000000000002;24.897;23.865000000000002;24.897;23.865000000000002;23.865000000000002;23.865000000000002;10.902;10.902;15.0;10.902;17.976;6.483;10.902;12.614;17.976;10.902;10.902;10.902;10.902
15.193999999999999;18.931;11.593;15.193999999999999;14.001;17.0;13.722;13.665000000000001;13.665000000000001;25.823;14.001;21.182;14.001;25.0;25.99;25.0;25.99;25.0;25.0;25.0;13.665000000000001;13.665000000000001;17.0;13.446000000000002;18.569;11.593;14.001;15.193999999999999;18.569;13.665000000000001;13.665000000000001;13.665000000000001;13.665000000000001
20.369999999999997;17.48;13.841;20.369999999999997;17.863;18.141;18.141;18.141;18.141;31.57;17.863;28.338;17.863;28.6;31.57;28.6;31.57;28.6;28.6;28.6;18.141;18.141;18.141;13.553999999999998;19.71;13.841;17.863;20.369999999999997;19.71;16.743000000000002;16.743000000000002;18.141;18.141
25.172;19.812;20.282;25.172;20.282;20.003;20.003;20.003;20.003;42.1;20.003;35.966;20.282;37.818;42.1;37.818;42.1;37.818;37.818;37.818;20.003;20.003;20.665;10.221;27.258;20.282;20.282;25.172;27.258;20.003;20.003;20.003;20.003
26.496;26.2;15.02;26.496;20.847;20.847;20.847;20.847;20.847;47.001999999999995;20.847;35.666000000000004;22.358;38.1;47.001999999999995;42.229;47.001999999999995;42.229;38.1;38.1;20.847;20.847;28.564;10.956999999999999;28.872000000000003;15.02;22.358;26.496;28.872000000000003;20.847;20.847;20.847;20.847
24.393;29.0;13.401;24.393;20.035;20.035;20.035;20.035;20.035;40.0;20.035;30.304000000000002;24.118000000000002;31.881999999999998;40.0;40.0;40.0;40.0;31.881999999999998;31.881999999999998;20.035;20.035;24.990000000000002;10.634;27.5;13.401;24.118000000000002;24.393;27.5;20.035;20.035;20.035;20.035
22.347;27.580000000000002;9.503;22.347;22.347;19.308;19.308;19.308;19.308;34.813;19.308;24.951;22.347;27.212;34.813;30.014999999999997;34.813;30.014999999999997;27.212;27.212;19.308;19.308;20.4;11.284;25.0;9.503;22.347;22.347;25.0;18.731;18.731;19.308;19.308
21.467;27.5;4.322;21.467;21.467;18.113999999999997;18.113999999999997;18.113999999999997;18.113999999999997;34.85;18.113999999999997;24.032;21.467;26.743000000000002;34.85;26.743000000000002;34.85;26.743000000000002;26.743000000000002;26.743000000000002;18.113999999999997;18.113999999999997;18.113999999999997;11.111;19.491999999999997;4.322;21.467;21.467;19.491999999999997;11.747;11.747;18.113999999999997;18.113999999999997
20.45;18.5;4.322;20.45;20.45;17.194;17.194;17.194;17.194;33.656;17.194;22.064;20.45;26.743000000000002;33.656;26.743000000000002;33.656;26.743000000000002;26.743000000000002;26.743000000000002;17.194;17.194;17.194;10.311;19.55;4.322;20.45;20.45;19.55;13.562999999999999;13.562999999999999;17.194;17.194
19.211000000000002;18.5;4.322;19.211000000000002;18.033;15.991;15.991;15.991;15.991;32.315;15.991;11.0;18.033;22.988;32.315;22.988;32.315;22.988;22.988;22.988;15.991;15.991;15.991;10.017;19.491999999999997;4.322;18.033;19.211000000000002;19.491999999999997;12.093;12.093;15.991;15.991
17.894;19.2;4.324;17.894;14.709999999999999;14.709999999999999;14.709999999999999;14.357;14.357;29.435000000000002;14.709999999999999;11.5;14.709999999999999;21.65;29.435000000000002;22.988;29.435000000000002;22.988;21.65;21.65;14.357;14.357;14.709999999999999;10.305;18.830000000000002;4.324;14.709999999999999;17.894;18.830000000000002;10.27;10.27;14.357;14.357
17.061;17.8;4.325;17.061;14.081999999999999;14.081999999999999;14.081999999999999;10.995000000000001;10.995000000000001;28.75;14.081999999999999;21.65;14.081999999999999;21.65;28.75;22.265;28.75;22.265;21.65;21.65;10.995000000000001;10.995000000000001;14.081999999999999;10.995000000000001;18.494;4.325;14.081999999999999;17.061;18.494;10.995000000000001;10.995000000000001;10.995000000000001;10.995000000000001
17.000999999999998;20.634999999999998;8.065000000000001;17.000999999999998;14.233;14.233;14.233;13.892;13.892;28.269;14.233;21.0;14.233;22.387999999999998;28.269;22.387999999999998;28.269;22.387999999999998;22.387999999999998;22.387999999999998;13.892;13.892;15.0;11.408;17.976;8.065000000000001;14.233;17.000999999999998;17.976;10.875;10.875;13.892;13.892
